Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Investors Name,InvestmentnType,Amount in USD
2199,2015-11-02,CityFlo,Bus Aggregation and rental mobile app,IDG Ventures,Seed Funding,4200000.0
2200,2015-11-03,Findyahan,hyperlocal online Services platform,Times Group Brand Capital,Private Equity,4200000.0
2201,2015-11-03,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,Ratan Tata,Private Equity,4200000.0
2202,2015-11-03,Pokkt,Alternate Mobile Monetization platform,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,4200000.0
2203,2015-11-03,oibanit,Online Food Ordering Marketplace,"Varun Ahuja, Anubhav Verma",Seed Funding,4200000.0
2204,2015-11-03,Stuffed,Quick Service Restaurant & Online Delivery,Riqueza Capital,Seed Funding,4200000.0
2205,2015-11-03,LoanBaba,Online Loans Marketplace,Unknown,Seed Funding,4200000.0
2206,2015-11-03,Deyor Rooms,Budget Hotels Aggregator,Dheeraj Jain & Others,Seed Funding,4200000.0
2207,2015-11-03,Bidgely,Efficient Energy Management platform,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,4200000.0
2208,2015-11-04,Shirsa Labs,Digital Intelligent learning platform,ah! Ventures,Seed Funding,4200000.0
2209,2015-11-04,Paytunes,Voice Call incentivization mobile app,CIO Angel Network,Seed Funding,4200000.0
2210,2015-11-04,YourDOST,Online Counselling and psychological support platform,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,4200000.0
2211,2015-11-05,BookMyBai,Domestic Help Aggregation platform,Vineel Nalla & Others,Seed Funding,4200000.0
2212,2015-11-05,MyIndianStay,Home Stay & room rentals platform,Undisclosed investors,Seed Funding,4200000.0
2213,2015-11-05,Bobble,Selfie Mobile App,SAIF Partners & others,Private Equity,4200000.0
2214,2015-11-06,RepUp,Online Reputation Management Platform,Indian Angel Network,Seed Funding,4200000.0
2215,2015-11-06,Satvacart,Online Grocery platform,Undisclosed HNIs,Private Equity,4200000.0
2216,2015-11-06,POPxo.com,Online content platform for women,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,4200000.0
2217,2015-11-06,SparesHub,Online Vehicle Spare Parts etailer,"Hyderabad Angels, M&S Partners",Seed Funding,4200000.0
2218,2015-11-06,Explara,Event Ticketing platform,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,4200000.0
2219,2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,Saina Nehwal,Seed Funding,4200000.0
2220,2015-11-06,Yuvi Hospitality,Premium dining Lounges & restaurants,Chandralekha Construction Pvt. Ltd.,Private Equity,4200000.0
2221,2015-11-09,AppVirality,Mobile Growth Hacking\\nPlatform,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,4200000.0
2222,2015-11-09,iStar Skill Development,Skill Training Startup,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,4200000.0
2223,2015-11-09,BigStylist.com,Beauty and Wellness Marketplace,Info Edge,Private Equity,4200000.0
2224,2015-11-09,Zilingo,Marketplace App for Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,4200000.0
2225,2015-11-09,Didi,On-demand Maids Service Provider,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,4200000.0
2226,2015-11-09,Skoov.com,eCommerce Product Search Engine,undisclosed investor,Seed Funding,4200000.0
2227,2015-11-10,Chefs Basket,Ready to cook packaged Foods,"SAIF Partners, Haresh Chawla",Private Equity,4200000.0
2228,2015-11-11,Gingercrush,Product Customization Platform,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,4200000.0
2229,2015-11-11,Delight Foods,Branded Food products online sales,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,4200000.0
2230,2015-11-11,6Degree,Talent platform for Fashion professionals,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,4200000.0
2231,2015-11-11,RenewBuy,Auto Insurance Online platform,Mount Nathan Advisors Pte Ltd,Seed Funding,4200000.0
2232,2015-11-11,Grab,Hyperlocal Logistics Service Provider,Sixth Sense Ventures,Seed Funding,4200000.0
2233,2015-11-12,Hitwicket,Cricket Management Mobile Game,Chennai Angels,Seed Funding,4200000.0
2234,2015-11-13,Flashdoor,On Demand Laundry Service platform,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,4200000.0
2235,2015-11-16,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Kalaari Capital,Private Equity,4200000.0
2236,2015-11-16,Absentia,Virtual Reality Headset creator,"Astarc Ventures, 50K Ventures & others",Seed Funding,4200000.0
2237,2015-11-16,Renowala,Home Improvement Service platform,Logtally,Seed Funding,4200000.0
2238,2015-11-16,TaskBucks,mobile-only tasks marketplace,Times Internet,Private Equity,4200000.0
2239,2015-11-17,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,4200000.0
2240,2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,Gordon and Betty Moore Foundation,Seed Funding,4200000.0
2241,2015-11-17,StyleTag,Designer fashion Jewellery Marketplace,Jitu Virwani,Seed Funding,4200000.0
2242,2015-11-17,Smytten,Online Products Discovery Platform,"Rimpal Chawla, Anuj Srivastava",Seed Funding,4200000.0
2243,2015-11-17,BiBox,Kids Tool kit for Innovation platform,Ravi Krishnamurthy,Seed Funding,4200000.0
2244,2015-11-17,Convegenius,Mobile Learning Solutions,Enablers platform,Seed Funding,4200000.0
2245,2015-11-18,Ola,Car Aggregator & Retail Mobile App,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,4200000.0
2246,2015-11-18,Goodbox,conversational commerce mobile app,Nexus Venture Partners,Private Equity,4200000.0
2247,2015-11-18,ScoopWhoop,Viral Content web Platform,Kalaari Capital,Private Equity,4200000.0
2248,2015-11-18,Hipship,Express local delivery platform,"Inara Capital , Rishi Khiani",Seed Funding,4200000.0
2249,2015-11-18,Pickrr,On-Demand Local Logistics provider,Palaash Ventures,Seed Funding,4200000.0
2250,2015-11-18,Truelancer,Curated Freelancer Marketplace,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,4200000.0
2251,2015-11-19,AHA Taxis,Online Taxi Rental Platform,ah! Ventures,Seed Funding,4200000.0
2252,2015-11-19,UrbanClap,Mobile Services Marketplace,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,4200000.0
2253,2015-11-19,SenseGiz,Smartwatch Maker,Karnataka Semiconductor Venture Capital firm,Seed Funding,4200000.0
2254,2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,4200000.0
2255,2015-11-19,Fourseven,Online Jewellery etailer,Indian Angel Network,Seed Funding,4200000.0
2256,2015-11-20,MindTickle,Sales & Productivity Software,New Enterprise Associates,Private Equity,4200000.0
2257,2015-11-20,Shopsense,ecommerce related software product platform,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,4200000.0
2258,2015-11-20,Medinfi,Health-Tech platform,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,4200000.0
2259,2015-11-20,OUWT,Nightlife Discovery Mobile App,Undisclosed investors,Seed Funding,4200000.0
2260,2015-11-20,HeyPillow,Online Real Estate Marketplace,Hampton Capital,Private Equity,4200000.0
2261,2015-11-21,Healers At Home,"Home Healthcare Services platform,","Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,4200000.0
2262,2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,4200000.0
2263,2015-11-21,Talkoot,Social platform for traders and investors,Undisclosed investors,Seed Funding,4200000.0
2264,2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform","IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,4200000.0
2265,2015-11-23,Medikoe,Healthcare Services Discovery platform,Anil Menon,Seed Funding,4200000.0
2266,2015-11-24,Stylofie,Health and Beauty Services Marketplace,Swastika,Seed Funding,4200000.0
2267,2015-11-24,ServX,Automotive Services platform,Manish Gupta,Seed Funding,4200000.0
2268,2015-11-24,Naaptol,Online and TV Shopping Marketplace,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,4200000.0
2269,2015-11-24,Crayon Data,Big Data Analytics Platform,Ratan Tata,Private Equity,4200000.0
2270,2015-11-25,EarlySalary.com,Mobile App based Loan disbursement platform,Ashok Agarwal,Seed Funding,4200000.0
2271,2015-11-25,Tooler,On Demand Laundry Services App,"Raghu Khanna, Sameer Gupta",Seed Funding,4200000.0
2272,2015-11-25,S Chand,Education Content Provider,IFC Everstone Group,Private Equity,4200000.0
2273,2015-11-26,Stelae,Content Management Software Solutions,Earlsfield Capital,Private Equity,4200000.0
2274,2015-11-26,GoQii,Fitness Tracking Management Solutions,"New Enterprise Associates, Cheetah Mobile",Private Equity,4200000.0
2275,2015-11-26,Grofers,Hyper-local Grocery Delivery platform,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,4200000.0
2276,2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,4200000.0
2277,2015-11-26,KountMoney,Online Lending Marketplace,"Tracxn, Ashish Goenka & Others",Seed Funding,4200000.0
2278,2015-11-27,StayGlad,On Demand Beauty Services Platform,"Bessemer Venture Partners, Anil Chopra",Private Equity,4200000.0
2279,2015-11-27,JustRide,Self Driven Rental Car Platform,Unknown,Private Equity,4200000.0
2280,2015-11-27,Fastudent,Education Content etailer,Ashish Gupta,Seed Funding,4200000.0
2281,2015-11-27,LearnOn,Clud based Learning platform,JMR Infotech India Pvt Ltd,Seed Funding,4200000.0
2282,2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,Unigrowth Inc,Seed Funding,4200000.0
2283,2015-11-28,M-TAXI,Two-Wheeler Taxi Service,"Mandeep Singh, Jairaj Singh",Seed Funding,4200000.0
2284,2015-11-30,Baxi,Two-Wheeler Taxi Service,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,4200000.0
2285,2015-11-30,Superhero Brands,character merchandize sales platform,DSG Consumer Partners,Seed Funding,4200000.0
2286,2015-11-30,MoMagic,Mobile Application Developer,FIH Mobile Ltd,Private Equity,4200000.0
2287,2015-11-30,QikPod,Ecommerce Delivery locker services,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,4200000.0
2288,2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,Undisclosed investors,Seed Funding,4200000.0
2289,2015-11-30,Bro4U,Hyperlocal Online Home services provider,Sargod Ventures,Seed Funding,4200000.0
2290,2015-10-01,Indifi,Easy Business Loans platform,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,4200000.0
2291,2015-10-01,Wydr,Performance based Wholesale Marketplace,Sandeep Aggarwal,Seed Funding,4200000.0
2292,2015-10-01,EasyFix,Professional Services Marketplace,Axilor Ventures,Seed Funding,4200000.0
2293,2015-10-01,Muvizz,Movie-on-demand platform,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,4200000.0
2294,2015-10-01,Abhibus,us ticketing and fleet management platform,Paytm (One97 communications),Private Equity,4200000.0
2295,2015-10-01,Cleartax,Online Income Tax Filing platform,Paytm (One97 communications),Private Equity,4200000.0
2296,2015-10-02,Shopalyst,Product discovery & recommendation platform,Kalaari Capital,Private Equity,4200000.0
2297,2015-10-03,Chillr,Mobile Payments App,Sequoia Capital,Private Equity,4200000.0
2298,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,4200000.0
2299,2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,Peepul Capital,Private Equity,4200000.0
2300,2015-10-05,IndiaLends,Online Consumer Lending platform,"DSG consumer Partners, Paragon Partners",Private Equity,4200000.0
2301,2015-10-05,Rock N Shop,Premium Apparel shopping portal,High Networth Individuals (undisclosed),Seed Funding,4200000.0
2302,2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,"Uniqorn ventures, ASP Consulting",Seed Funding,4200000.0
2303,2015-10-06,WorkIndia,Job Board,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,4200000.0
2304,2015-10-06,SportzVillage,Sports Management & Physical Education Business,Gaja Capital Private Equity Fund,Private Equity,4200000.0
2305,2015-10-06,SportyBeans,multi-sport program for preschoolers,YouWeCan Ventures,Seed Funding,4200000.0
2306,2015-10-06,Burger Singh,QSR & Online delivery portal,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,4200000.0
2307,2015-10-06,Welcome Cure,Online Homeopathy Clinic,Unnamed Media house and HNIs,Private Equity,4200000.0
2308,2015-10-07,SchoolGuru,E-Learning Service Provider,High Networth Individuals from India & USA,Private Equity,4200000.0
2309,2015-10-07,Naturally Yours,Organic Food etailer,Sanjay Mehta,Seed Funding,4200000.0
2310,2015-10-07,GoJavas,Delivery & Logistics Service provider,Snapdeal,Private Equity,4200000.0
2311,2015-10-07,Scandid,Product Discovery & comparison App,Micromax Informatics,Private Equity,4200000.0
2312,2015-10-07,StalkBuyLove,Online Apparels Fashion brand,"Mato Peric, Peter Kabel & others",Private Equity,4200000.0
2313,2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,4200000.0
2314,2015-10-08,Cube26,Gesture based Mobile Development,"Tiger Global Management, Flipkart",Private Equity,4200000.0
2315,2015-10-08,Mobikon,Hotel Mobile CRM Software platform,"Life.SREDA, Qualgro",Private Equity,4200000.0
2316,2015-10-08,Grabhouse,Rental Accommodation Search platform,Sequoia and Kalaari Capital.,Private Equity,4200000.0
2317,2015-10-08,Quifers,Logistics Tech Platform,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,4200000.0
2318,2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,Undisclosed Investors,Seed Funding,4200000.0
2319,2015-10-09,Curofy,Doctors Network Mobile App,RoundGlass Partners,Private Equity,4200000.0
2320,2015-10-09,Cloud Lending,End-to-End Lending platform,SF Capital Group,Private Equity,4200000.0
2321,2015-10-09,Inayo,on-demand healthcare marketplace,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,4200000.0
2322,2015-10-09,WoNoBo,360-degree view creating platform,Quikr,Private Equity,4200000.0
2323,2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,"Seedfund, Bedrock Ventures",Seed Funding,4200000.0
2324,2015-10-09,Zeppery,Food Ordering & Delivery App,Suyash Sharma,Seed Funding,4200000.0
2325,2015-10-12,Zify,Ride Sharing platform,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,4200000.0
2326,2015-10-12,Faircent,Online P2P lending marketplace,Aarin Capital Partners,Private Equity,4200000.0
2327,2015-10-12,Bizongo,B2B marketplace for industrial goods,Accel Partners,Seed Funding,4200000.0
2328,2015-10-12,Gridle,Cloud Based Collaboration platform,LetsVenture,Seed Funding,4200000.0
2329,2015-10-12,Tripoto,global community for travellers,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,4200000.0
2330,2015-10-12,Mubble,Prepaid Bill manager App,Accel Partners,Private Equity,4200000.0
2331,2015-10-13,Voodoo,Mobile Only Shopping Assistant,SAIF Partners,Seed Funding,4200000.0
2332,2015-10-13,Lookup,Mobile Messaging Assistant App,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,4200000.0
2333,2015-10-14,AskMyGift,Personalized Wish List creator app,Turning Ideas,Seed Funding,4200000.0
2334,2015-10-14,Gaana.com,Music Streaming mobile app,Micromax Informatics Ltd,Private Equity,4200000.0
2335,2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,Undisclosed Investors,Seed Funding,4200000.0
2336,2015-10-14,GymTrekker,Gym Discovery platform,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,4200000.0
2337,2015-10-15,Bounty App,Online Purchase rewards app,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,4200000.0
2338,2015-10-16,Homers.in,Home rental platform,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,4200000.0
2339,2015-10-16,mShipper,Crowdsourced Delivery platform,Vijai Laxmi,Seed Funding,4200000.0
2340,2015-10-16,BolRealty,Real Estate Insights platform,Manpreet Singh,Seed Funding,4200000.0
2341,2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,Parampara Capital,Private Equity,4200000.0
2342,2015-10-19,LetsVenture,Startup Funding Marketplace,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,4200000.0
2343,2015-10-19,Citrus Payment,Payments Solution platform,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,4200000.0
2344,2015-10-19,Holidify,Travel Destination Discovery platform,Aarti Group,Seed Funding,4200000.0
2345,2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,4200000.0
2346,2015-10-20,Opinio,Last Mile Delivery Service,"Delhivery, Sands Capital and Accel Partners",Private Equity,4200000.0
2347,2015-10-20,Attune Technologies,Healthcare IT Solutions & services,"Qualcomm Venture, Norwest Venture Partners",Private Equity,4200000.0
2348,2015-10-20,iChef.in,Gourmet Meals Delivery,Springboard Ventures,Private Equity,4200000.0
2349,2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,Indian Angel Network,Seed Funding,4200000.0
2350,2015-10-21,AgentDesks,Real Estate Mobile CRM,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,4200000.0
2351,2015-10-21,White Owl Brewery,Micro-Brewery,"Arihant Patni, RAAY Global Investments",Private Equity,4200000.0
2352,2015-10-21,MealHopper,Home Made Food Marketplace,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,4200000.0
2353,2015-10-21,Zenify.in,residential rental management platform,"Atul Jalan, Shrikanth & Bharath",Seed Funding,4200000.0
2354,2015-10-21,Stockal,Personalized Stock Intelligence Platform,"R Natarajan, Mohan Alexander",Seed Funding,4200000.0
2355,2015-10-23,Medd,Personal Diagnostic Mobile App,Group of Angel investors,Seed Funding,4200000.0
2356,2015-10-23,Leaping Caravan,Online food ordering & Delivery service,Group of Angel investors,Seed Funding,4200000.0
2357,2015-10-23,Frsh,Online food ordering & Delivery service,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,4200000.0
2358,2015-10-23,Qik Stay,Hotel Aggregator & booking platform,ID Enablers Pvt Ltd,Seed Funding,4200000.0
2359,2015-10-26,Parcelled,Online Logistics Platform,Delhivery,Private Equity,4200000.0
2360,2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,Oswal Techno Ventures LLP,Seed Funding,4200000.0
2361,2015-10-26,Flexing It,Professionals & Project Search Marketplace,undisclosed private investors,Seed Funding,4200000.0
2362,2015-10-26,Netmeds.com,Online Pharmacy,"OrbiMed, Pradip Dadha Group",Private Equity,4200000.0
2363,2015-10-26,Razorpay,Online Payment Gateway,"Tiger Global Management, Matrix Partners",Private Equity,4200000.0
2364,2015-10-27,Jombay,Psychometric Test Online Software,Ventureworks India,Private Equity,4200000.0
2365,2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,Unnamed investor,Seed Funding,4200000.0
2366,2015-10-27,Care24,Professional Health Services Platform,India Quotient,Seed Funding,4200000.0
2367,2015-10-27,Roadrunnr,Hyperlocal Logistics Service,"Sequoia Capital, Nexus Venture Partners",Private Equity,4200000.0
2368,2015-10-27,Simpli5d,Online user engagement platform,"Redcliffe Capital, YourNest Angel Fund",Private Equity,4200000.0
2369,2015-10-28,ORIGA Leasing,Asset Financing platform,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,4200000.0
2370,2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,S Chand and Co Pvt Ltd,Seed Funding,4200000.0
2371,2015-10-28,UrDoorStep,Online Grocery Store,Jupiter Capital,Private Equity,4200000.0
2372,2015-10-29,Tavaga,Investment management platform,Tracxn Syndicate,Seed Funding,4200000.0
2373,2015-10-29,Moglix,Industrial Toons Marketplace,"Accel Partner, Jungle Ventures",Private Equity,4200000.0
2374,2015-10-29,ZopHop,Public Commute helper App,"Amit Singhal, PK Gulati & others",Seed Funding,4200000.0
2375,2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,Unilazer Ventures,Seed Funding,4200000.0
2376,2015-10-30,Instavans,Truck Aggregator & Logistics service,Suresh Vaswani,Seed Funding,4200000.0
2377,2015-10-30,LiftO,Ridesharing Mobile app,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,4200000.0
2378,2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,"Sequoia Capital, Matrix Partners",Private Equity,4200000.0
2379,2015-10-30,Toppr.com,Competitive exam learning platform,InnoVen Capital,Private Equity,4200000.0
2380,2015-10-30,Kleeto,Document Digitization platform,GREX,Seed Funding,4200000.0
2381,2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,Puneet Bhatia & others,Seed Funding,4200000.0
2382,2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,Paytm,Private Equity,4200000.0
2383,2015-09-01,TOFlo,FinTech Startup Incubation platform,Tania Johny Palathinkal,Seed Funding,4200000.0
2384,2015-09-01,FXMartIndia,Payment Services platform,Flipkart,Private Equity,4200000.0
2385,2015-09-01,Stylecracker,Personalized Styling platform,Group of HNI investors,Private Equity,4200000.0
2386,2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Reliance Capital,Private Equity,4200000.0
2387,2015-09-02,HolaChef,Food Delivery Platform,Ratan Tata,Private Equity,4200000.0
2388,2015-09-02,Zivame,Online Lingerie Marketplace,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,4200000.0
2389,2015-09-02,Capillary Tech,Cloud software solutions,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,4200000.0
2390,2015-09-03,Jobspire,Job Search Platform,Purvi Capital,Seed Funding,4200000.0
2391,2015-09-03,MeraDoctor,Doctor consultancy Mobile App,India Quotient & other investors,Seed Funding,4200000.0
2392,2015-09-03,Vistaar Finance,Small Business Financing (NBFC),"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,4200000.0
2393,2015-09-03,HiJinny,Beauty & Wellness Services Marketplace,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,4200000.0
2394,2015-09-04,Clapsnslaps,Online Movie Review Platform,R M Picture Company Pvt. Ltd.,Seed Funding,4200000.0
2395,2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Ashish Jhalani,Seed Funding,4200000.0
2396,2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,Karanpal Singh,Seed Funding,4200000.0
2397,2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,"Raghav Bahl, Ritu Kapur",Seed Funding,4200000.0
2398,2015-09-07,Prozo,Study Material Marketplace,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,4200000.0
2399,2015-09-07,Zomato,Restaurant Ratings & Reviews platform,"Temasek, Vy Capital",Private Equity,4200000.0
2400,2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Acumen Fund,Private Equity,4200000.0
2401,2015-09-08,MockBank,Government Test Preparation platform,Blume Ventures,Seed Funding,4200000.0
2402,2015-09-08,ReportBee,Smart Report Cards for Schools,India Educational Investment Fund,Seed Funding,4200000.0
2403,2015-09-08,GuruG Learning,Teacher empowerment platform,India Educational Investment Fund,Seed Funding,4200000.0
2404,2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,4200000.0
2405,2015-09-10,IndustryBuying,Industrial Tools Marketplace,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,4200000.0
2406,2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,4200000.0
2407,2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Green House Ventures,Seed Funding,4200000.0
2408,2015-09-11,Envoged,pre-used luxury item Marketplace,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,4200000.0
2409,2015-09-11,Zapyle,pre-used apparel shopping mobile app,Unknown,Seed Funding,4200000.0
2410,2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,Subodh Gupta,Seed Funding,4200000.0
2411,2015-09-12,CredR,Used Vehicles Marketplace,Eight Road Ventures,Private Equity,4200000.0
2412,2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,Ash Bhardwaj,Private Equity,4200000.0
2413,2015-09-14,CanvasFlip,Mobile App testing platform,Bessemer Venture Partners,Seed Funding,4200000.0
2414,2015-09-14,Shadowfax,Hyperlocal Delivery Services,Eight Roads Ventures,Private Equity,4200000.0
2415,2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,"Aarin Capital, Unitus Seed Fund",Private Equity,4200000.0
2416,2015-09-14,Ola Cabs,Cab rental Mobile app,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,4200000.0
2417,2015-09-15,Coverfox,Online Insurance Distribution Platform,Cataraman Ventures,Private Equity,4200000.0
2418,2015-09-15,MoEngage,Mobile Marketing Automation Platform,"Helion Venture Partners, Exfinity Ventures",Private Equity,4200000.0
2419,2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Nandan Nilekani,Seed Funding,4200000.0
2420,2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,4200000.0
2421,2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Payal Syal,Seed Funding,4200000.0
2422,2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Sandeep Dama & Others,Seed Funding,4200000.0
2423,2015-09-16,ChaiPoint,Food Subscription platform,Eight Roads Ventures,Private Equity,4200000.0
2424,2015-09-16,WedmeGood.com,Wedding Planning Platform,Indian Angel Network,Seed Funding,4200000.0
2425,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Oliphans Capital,Seed Funding,4200000.0
2426,2015-09-17,UniLog,ECommerce Data Analytics Platform,Kalaari Capital,Private Equity,4200000.0
2427,2015-09-17,Paintcollar,Designer Merchandize Marketplace,Applyifi,Seed Funding,4200000.0
